id,company_name,company_type,website,aum_crores,last_year_revenue,is_listed,stock_symbol,primary_loan_segments,primary_product,product_types,hq_location,hq_state,operating_states,operating_intensity,pan_india,rbi_category,rbi_registration_number,established_year,employee_count,branch_count,phone,email,quality_score,data_source,extraction_status,error,created_at,rbi_verified,rbi_status,rbi_merge_note,parent_bank,reg_validation_tier,phone_valid,email_valid,website_entity_match,financial_source,contact_source,geo_source,confidence_score,onboarding_tier,risk_flags,extraction_version,schema_version,validation_version
536,Export-Import Bank of India,PSU Bank,https://www.eximbankindia.in/,,,False,,"[""Business Loan"", ""MSME Loan"", ""Rural Loan"", ""Supply Chain Finance"", ""Working Capital""]",Export-Import Finance,"[""Business Loan"", ""MSME Loan"", ""Rural Loan"", ""Supply Chain Finance"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,PSU Bank,PORATES,1982,460,,+912222172600,info@eximbankindia.in,0.8,scraper+gemini,success,,2026-04-03T13:32:04.838603,False,active,,,format_only,False,True,False,none,scraper_high,scraper_high,0.3,provisional_lender,"[""weak_rbi_validation""]",v4.0,bank_v2,v5
537,National Housing Bank,PSU Bank,https://nhb.org.in/,,,False,,"[""EV Loan"", ""Rural Loan""]",,"[""EV Loan"", ""Rural Loan""]","New Delhi, Delhi",Delhi,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,PSU Bank,,1988,209,,,,0.6,scraper+gemini,success,,2026-04-03T13:32:27.821204,False,active,,,format_only,False,False,False,none,none,scraper_high,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
538,Small Industries Development Bank of India,PSU Bank,https://www.sidbi.in,,,False,,"[""Business Loan"", ""MSME Loan"", ""Microfinance"", ""Rural Loan"", ""Supply Chain Finance"", ""Working Capital""]",MSME Financing,"[""Business Loan"", ""MSME Loan"", ""Microfinance"", ""Rural Loan"", ""Supply Chain Finance"", ""Working Capital""]","Lucknow, Uttar Pradesh",Uttar Pradesh,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,PSU Bank,PORATE,1990,1000,,,,0.7,scraper+gemini,success,,2026-04-03T13:32:49.126196,False,active,,,format_only,False,False,False,none,scraper_high,scraper_high,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
539,AB Bank Ltd.,Foreign Bank,https://www.abbank.com.bd/,,,False,,"[""Business Loan"", ""Working Capital""]",Corporate Banking,"[""Business Loan"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""West Bengal"", ""Delhi""]",Regional,False,Foreign Bank,,1996,,,,,0.5,scraper+gemini,success,,2026-04-03T13:33:08.730406,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
540,Bank of Ceylon,Foreign Bank,https://www.bankofceylon.com/en/BOC-India-Operations,,,False,,"[""Working Capital"", ""Business Loan""]",Commercial Banking,"[""Working Capital"", ""Business Loan""]","Chennai, Tamil Nadu",Tamil Nadu,"[""Tamil Nadu""]",Single State,False,Foreign Bank,,1995,,,,,0.5,scraper+gemini,success,,2026-04-03T13:33:25.991225,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
541,Bank of Nova Scotia,Foreign Bank,https://www.scotiabank.com/in/en/business.html,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Delhi""]",Regional,False,Foreign Bank,,1985,,,,,0.5,scraper+gemini,success,,2026-04-03T13:33:43.962014,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
,Cooperatieve Rabobank U.A./ Coöperatieve Centrale Raiffeisen-Boerenleenbank B.A.,Foreign Bank,https://www.rabobank.com/india,,,False,,"[""Business Loan"", ""Working Capital"", ""Agriculture Loan"", ""Supply Chain Finance""]",Corporate Banking (Food & Agri Focus),"[""Business Loan"", ""Working Capital"", ""Agriculture Loan"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,RESPONDENCE,1998,,,,sameer.kadam@rabobank.com,0.7,scraper+gemini,rejected,Capability violation: Foreign Bank cannot offer 'Agriculture Loan',2026-04-03T13:34:01.874631,False,active,,,format_only,False,True,True,none,scraper_high,scraper_high,0.6,rejected_lender,"[""weak_rbi_validation""]",v4.0,bank_v2,v5
542,First Abu Dhabi Bank PJSC,Foreign Bank,https://www.bankfab.com/en-in/,,,True,FAB,"[""Working Capital"", ""Business Loan"", ""Supply Chain Finance""]",Wholesale Banking,"[""Working Capital"", ""Business Loan"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,PORATE,2017,,,+912244411111,customercareindia@bankfab.com,0.8,scraper+gemini,success,,2026-04-03T13:34:50.403541,False,active,,,format_only,False,True,False,none,scraper_high,scraper_high,0.3,provisional_lender,"[""weak_rbi_validation""]",v4.0,bank_v2,v5
543,JSC VTB Bank,Foreign Bank,,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,2010,,,,,0.4,gemini_rbi,success,,2026-04-03T13:35:07.029413,False,active,,,format_only,False,False,True,none,none,gemini,0.2,provisional_lender,"[""no_website"", ""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
544,Kookmin Bank,Foreign Bank,https://www.kbstar.com/global/india/en/index.do,,,False,,"[""Business Loan"", ""Working Capital""]",Corporate Banking,"[""Business Loan"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,2012,,,,,0.5,scraper+gemini,success,,2026-04-03T13:35:27.913367,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
545,Mashreq bank P.S.C,Foreign Bank,https://www.mashreqbank.com/india/en/,,,True,MASQ,"[""Working Capital"", ""Supply Chain Finance""]",Trade Finance,"[""Working Capital"", ""Supply Chain Finance""]",,,"[""Maharashtra"", ""Delhi"", ""Karnataka""]",Regional,False,Foreign Bank,,1967,,,,,0.4,scraper+gemini,success,,2026-04-03T13:35:51.260577,False,active,,,format_only,False,False,True,none,none,none,0.25,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
546,Nong Hyup Bank,Foreign Bank,https://nhbank.in/,,,False,,"[""Working Capital"", ""Business Loan"", ""Supply Chain Finance""]",Corporate Banking,"[""Working Capital"", ""Business Loan"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,2016,,,,,0.5,scraper+gemini,success,,2026-04-03T13:36:30.936992,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
547,Shinhan Bank,Foreign Bank,https://www.shinhanbank.co.in/,,,False,,"[""Working Capital"", ""Business Loan"", ""Supply Chain Finance"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""Vehicle Loan"", ""Education Loan""]",Banking Services,"[""Working Capital"", ""Business Loan"", ""Supply Chain Finance"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""Vehicle Loan"", ""Education Loan""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Delhi"", ""Tamil Nadu"", ""Gujarat"", ""Karnataka"", ""Haryana""]",Regional,False,Foreign Bank,,1996,,,,,0.5,scraper+gemini,success,,2026-04-03T13:40:51.354562,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
548,Sonali Bank Ltd.,Foreign Bank,https://www.sonalibank.com.bd/india/,,,False,,"[""Working Capital"", ""Business Loan""]",Corporate Banking,"[""Working Capital"", ""Business Loan""]","Kolkata, West Bengal",West Bengal,"[""West Bengal"", ""Maharashtra"", ""Delhi""]",Regional,False,Foreign Bank,,1974,,,,,0.5,scraper+gemini,success,,2026-04-03T13:41:10.642865,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
549,Standard Chartered Bank,Foreign Bank,https://www.sc.com/in/,,,False,,"[""Business Loan"", ""Credit Card"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""Vehicle Loan"", ""Working Capital""]",Retail Banking,"[""Business Loan"", ""Credit Card"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""Vehicle Loan"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Foreign Bank,PORATE,1858,22000,100,,,0.7,scraper+gemini,success,,2026-04-03T13:41:49.630131,False,active,,,format_only,False,False,False,none,scraper_high,scraper_high,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
550,Woori Bank,Foreign Bank,https://in.wooribank.com/,,,False,,"[""Working Capital"", ""Business Loan"", ""Supply Chain Finance""]",Corporate Banking,"[""Working Capital"", ""Business Loan"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Tamil Nadu"", ""Haryana"", ""Gujarat"", ""Karnataka""]",Regional,False,Foreign Bank,,1996,,,,,0.5,scraper+gemini,success,,2026-04-03T13:45:29.613089,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
